,vendor_id,chain_id,geohash,primary_cuisine
1181,fba10b67,3909e8f9,u6scd,smörgåsar
1183,d64c60fc,d5bc36ac,u6sce,mellanöstern
1184,7fc9060b,,u6scd,vietnam-esiskt
1196,635ca465,,u6scd,internationell
1198,ab14ab58,,u6sce,internationell
1199,159b2a33,,u6scb,mellanöstern
1200,6230aac0,,u6sce,mellanöstern
1201,b8ff9a8c,aceb2eef,u6sce,mellanöstern
1202,ee8fd42a,9d7148f8,u6sc9,mellanöstern
1203,8ab159c0,,u6sc8,mellanöstern
1204,aecc23a1,,u6sce,mellanöstern
1211,bcedb656,,u6sc5,kafé
1216,a480e419,,u6scp,pizza
1227,613e2526,,u6sc8,mexikanskt
1230,842a8883,3909e8f9,u6sc7,smörgåsar
1233,7d5bf5b3,763cc6e5,u6sc3,asiatiskt
1234,427b969b,,u6sc6,kebab
1235,0cbac369,,u6scc,pizza
1236,bfe9c072,,u6sc9,pizza
1237,3d2c2625,,u6sc6,sushi
1238,2aa1faaf,,u6sc6,sushi
1239,680077b4,,u6sc4,indiskt
1240,a1fc5bc3,,u6sc2,italienskt
1241,3e0bca0d,,u6scd,mexikanskt
1242,35662cc1,,u6sc5,kinesiskt
1243,82ab2f9b,4ef47e73,u6scc,unknown
1244,fefdb1c0,898337d6,u6sc7,asiatiskt
1245,493a1358,,u6sc7,asiatiskt
1249,84e8c25a,,u6sce,sushi
1251,42074067,,u6scd,sushi
1255,4052758c,,u6sce,indiskt
1259,bd4e661c,,u6sc6,italienskt
1286,d365ac41,,u6sc6,asiatiskt
1287,086ae2a9,,u6sc4,pizza
1288,354587a0,,u6sck,pizza
1289,c7bdc720,,u6sc2,pizza
1290,d9cf9498,,u6sc3,burgare
1291,fb2061ec,,u6sc7,japanskt
1292,19068e2d,,u6sc5,mellanöstern
1294,f8a2453a,,u6sc5,pizza
1310,cd53e068,,u6scd,thai
1311,3eaac5ab,,u6scd,thai
1312,cd8d7e52,,u6sch,sushi
1314,dbe7cebd,,u6sce,asiatiskt
1315,ca496517,,u6sce,asiatiskt
1316,ad9408bf,19907b43,u6sc7,asiatiskt
1318,77d8c828,,u6scd,asiatiskt
1320,437f33df,9d0e83de,u6sce,asiatiskt
1321,0aef7685,e78f5c87,u6sc9,kafé
1322,3e316b18,2a503425,u6scd,kafé
1323,82af4800,,u6sc7,kafé
1325,7c7bdf39,,u6sc3,kafé
1326,da9a9790,2a503425,u6sc9,kafé
1330,9fce6312,392c19c2,u6scc,grekiskt
1331,daa2e8ea,,u6sc6,gatukök
1332,9905c786,106e0484,u6sc9,pizza
1333,32d18357,,u6sc7,pizza
1334,68c2c888,,u6sce,pizza
1335,0bdb3aa9,,u6sc7,pizza
1338,53e9a9ce,,u6sc6,pizza
1339,3df8302c,,u6scb,pizza
1340,7c3165dc,eb83a9bb,u6scd,pizza
1341,6bc8a19b,030c3a9e,u6scd,pizza
1342,1efc175e,030c3a9e,u6scd,pizza
1349,85817680,81760535,u6scd,indiskt
1350,2f545e14,,u6sc9,burgare
1352,d801ba08,19907b43,u6scd,sushi
1355,c440ae36,,u6sc6,indiskt
1356,ff4fc9f8,,u6sc9,indiskt
1357,539c6724,,u6scd,indiskt
1358,192c7f25,2f2b4aa0,u6sc6,indiskt
1359,764f7022,81760535,u6scd,indiskt
1360,1c174826,,u6sck,indiskt
1361,03b4a873,,u6sc9,indiskt
1362,5fda6beb,e2184a66,u6scd,burgare
1363,283f55b2,3aa4011e,u6scc,burgare
1364,72503173,5e50109c,u6sc9,burgare
1365,3d893bd6,316c4884,u6sce,burgare
1366,d8957dc5,,u6sc1,burgare
1368,718b5ccf,39864561,u6scd,burgare
1369,64448a9c,8f29ef7e,u6sc8,burgare
1370,78ad5bdf,,u6scd,burgare
1372,b8738325,a94f6c62,u6scd,burgare
1374,9166ac8d,,u6scd,pizza
1375,735864f4,,u6sc9,pizza
1376,933651bb,,u6sc5,pizza
1377,84c1f673,,u6scd,italienskt
1378,f907475f,,u6sc9,italienskt
1379,a7be3068,737c8100,u6scd,italienskt
1381,71c5b58e,ba58a01f,u6sce,mexikanskt
1382,4d4cbfaa,19039e00,u6scd,mexikanskt
1383,50cbabe3,,u6scd,mexikanskt
1384,f6ea99a2,639cede8,u6sc9,amerikanskt
1385,7ac9d509,,u6scw,kinesiskt
1386,bc95d038,ab1e7efc,u6sc7,sushi
1387,70a27dd4,,u6sce,japanskt
1388,feacd763,160f713b,u6sce,japanskt
1389,6be6bf78,,u6sce,japanskt
1390,1ba9a0a8,,u6sc7,libanesiskt
1394,45d9a45f,,u6sc5,vegetariskt
1404,4922bb94,,u6sc7,asiatiskt
1405,f7ed44dc,,u6sc6,burgare
1413,d2681dcf,,u6sc3,pizza
1431,ec992025,,u6sc1,thai
1432,cd9276c2,8e758177,u6sch,asiatiskt
1433,f939767a,,u6scr,pizza
1434,708711d2,9baaa2f9,u6sc8,gatukök
1435,c46c65ac,,u6sc8,burgare
1436,5286a5f5,,u6sc9,italienskt
1437,3f9201f5,3909e8f9,u6sc8,smörgåsar
1438,eba5c081,,u6sc3,vietnam-esiskt
1447,31e4d997,,u6sc7,unknown
1457,f7bbf67d,,u6sc7,pizza
1459,3168b642,,u6sce,spanskt
1461,929f2505,d9a864aa,u6sc7,unknown
1465,e87210e0,,u6sc7,grekiskt
1467,1dbe83e1,588b7aa0,u6sc7,svenskt
1468,87329abb,588b7aa0,u6sc3,svenskt
1472,ad0b72ab,68d2bd2c,u6scb,pizza
1476,1bcec1a8,,u6scd,asiatiskt
1479,75362d18,,u6scs,kafé
1480,61e242ad,25e2afdb,u6scd,kafé
1481,75d9e651,c4c31da3,u6sc6,kafé
1482,5bb7e30f,e78f5c87,u6scf,bageri
1483,da6dfdf1,40b29ab0,u6sc7,svenskt
1486,a9b7f709,e78f5c87,u6sce,kafé
1488,ce579fdb,e78f5c87,u6sc6,kafé
1495,21531f22,3d5df1ec,u6sc7,unknown
1499,65a309eb,,u6sce,asiatiskt
1501,7d2caad3,2a503425,u6sc8,kafé
1507,bfc7f5b0,,u6sc7,pizza
1510,327fae2a,,u6scd,sallad
1513,5f4faaf8,7f4c6c5c,u6sce,vegetariskt
1515,7bef5810,19907b43,u6sce,sushi
1520,9c39d80a,a94f6c62,u6sc6,burgare
1522,726e4e79,1a53e112,u6sce,smörgåsar
1523,3c50befc,3909e8f9,u6sce,smörgåsar
1526,8bd412b9,,u6scd,mellanöstern
1529,7a666fb8,,u6sc1,pizza
1531,d00bc100,,u6sc7,turkiskt
1532,6e35b345,,u6sc5,pizza
1534,ed2dab13,,u6sc7,japanskt
1536,d485c961,,u6scs,sushi
1537,cd257aae,,u6scm,sushi
1541,b4b1b33f,,u6sce,svenskt
1542,2bc7ff77,,u6sc9,japanskt
1543,b7130df5,0b9539c1,u6sc9,thai
1544,21b9522b,10e16d44,u6sc9,thai
1545,ea0ca9c7,,u6sc6,thai
1546,a35c4020,,u6sce,thai
1547,297b45d5,8e758177,u6sck,asiatiskt
1548,9430b499,8e758177,u6sc1,asiatiskt
1549,8a5d24a0,3298659f,u6sc7,asiatiskt
1550,04ac85c1,,u6scd,asiatiskt
1551,796d717e,8e758177,u6scd,asiatiskt
1553,42d09a4e,,u6sc6,asiatiskt
1556,9c542b7c,,u6scd,grekiskt
1558,eb5a2f3b,,u6sck,pizza
1563,0464eb7c,a94f6c62,u6scd,burgare
1568,9333b3aa,,u6sc9,indiskt
1569,8910f0ad,,u6scd,indiskt
1570,6c2f75c5,,u6sce,indiskt
1571,38aa966e,12eea542,u6scd,indiskt
1572,08b1d2b4,,u6scd,indiskt
1573,854caa6d,,u6sce,indiskt
1575,4756bf60,,u6sce,burgare
1583,25a1ae8e,,u6scd,italienskt
1584,2439ee91,,u6scs,italienskt
1585,99323261,be353224,u6sc7,mexikanskt
1586,e0de1cad,,u6sc7,kinesiskt
1588,13ca38cc,,u6sc5,libanesiskt
1589,c0c16123,81760535,u6sc7,bangladesiskt
1590,7137e507,,u6sc9,pizza
1591,7cc3ae6e,,u6sc7,kinesiskt
1593,8a37b747,030c3a9e,u6sce,pizza
1597,96695f89,,u6sc7,indiskt
1599,0627df36,,u6sc6,svenskt
1600,c2f97cb2,,u6scd,svenskt
1603,0e57da30,890eb843,u6scd,burgare
1605,d22c5d8d,,u6sc8,italienskt
1606,6e775ccb,639cede8,u6sc9,amerikanskt
1607,ab4ac396,,u6sc9,libanesiskt
1612,626d021d,,u6scd,svenskt
1614,3f8acf4b,,u6sc8,thai
1615,d2487bdd,,u6sc7,thai
1616,29d901ec,10e16d44,u6sce,thai
1617,6830a41c,,u6scb,thai
1618,c7425cc5,68303387,u6scd,asiatiskt
1619,89559695,68303387,u6scf,asiatiskt
1620,d9609940,85f4c6a3,u6sc6,asiatiskt
1621,6f08e654,bf4aaa49,u6sce,asiatiskt
1622,d2a6b9a4,,u6sc9,asiatiskt
1623,7b96a8c0,,u6sce,asiatiskt
1624,6279cfb7,,u6sc6,asiatiskt
1625,97806ced,bf4aaa49,u6scb,asiatiskt
1627,6fc75907,,u6sc7,asiatiskt
1628,d8d4620f,,u6scd,sushi
1629,4ab79083,e78f5c87,u6sc7,kafé
1631,404acb23,c4c31da3,u6sc7,kafé
1632,8c23a3b1,25e2afdb,u6scd,kafé
1633,8eaf7592,25e2afdb,u6scd,kafé
1635,0a31ac69,,u6scd,kafé
1638,a9080875,,u6sc7,kafé
1641,4e7cf48a,2a503425,u6sce,kafé
1644,96d76fed,,u6sce,grekiskt
1645,6791b120,,u6sce,grekiskt
1646,5fdd0c58,,u6sc7,grekiskt
1647,782103c2,aceb2eef,u6sc7,kebab
1648,6250a63e,c4c31da3,u6sc7,kafé
1649,a8d2d622,,u6sce,pizza
1650,b8dfd725,,u6sce,pizza
1651,064e18df,,u6sc9,pizza
1652,03d98e76,,u6sc3,pizza
1653,50b20f50,,u6sch,pizza
1654,c57284ec,,u6sc9,pizza
1655,2067953d,,u6sc7,pizza
1656,3808cb1b,,u6sc7,pizza
1657,d787a295,,u6sc9,pizza
1658,3140ae6d,,u6sc8,pizza
1659,534c86a1,,u6sce,pizza
1660,1d021ade,,u6scd,pizza
1661,204076c8,,u6sc8,pizza
1662,8f5602dd,d61a6418,u6sce,pizza
1664,c7865fb9,,u6sc6,pizza
1669,fcdb0685,,u6sc9,sushi
1670,40d4d0d2,,u6scs,sushi
1671,200ad7bc,3ecddfe8,u6scd,sushi
1675,70da2d2d,,u6sc6,indiskt
1676,75a129d8,,u6sc9,indiskt
1677,95a52878,,u6scd,korean
1678,82ee2f39,c531ca2c,u6sce,burgare
1679,9adc4c4f,c531ca2c,u6sce,burgare
1680,013758f5,,u6scd,burgare
1681,c978a4fd,6de3a4f4,u6sc3,burgare
1682,f86b8af6,6de3a4f4,u6sce,burgare
1683,665365c8,3aa4011e,u6sc7,burgare
1684,184b514a,3aa4011e,u6scb,burgare
1687,51345101,,u6scd,burgare
1688,a2f51884,6de3a4f4,u6scb,burgare
1694,d69ccd2c,c531ca2c,u6sc6,burgare
1695,2371d838,316c4884,u6sc9,burgare
1700,b44abe02,a94f6c62,u6scd,burgare
1701,1632969d,eb8b6fa6,u6scd,kyckling
1702,00b9c00a,,u6scd,italienskt
1703,3f54a0bb,,u6sc7,italienskt
1705,63bdcb29,,u6sc7,italienskt
1706,93e59560,,u6scd,italienskt
1708,135d6b2e,ae9820bd,u6scd,mexikanskt
1709,360da5db,be353224,u6sc8,mexikanskt
1712,664bcaa7,be353224,u6sck,mexikanskt
1714,3b364765,1363a491,u6sc9,turkiskt
1716,f7654506,7e1bc430,u6sc8,amerikanskt
1719,6b27b376,639cede8,u6sc8,amerikanskt
1721,01c10d2b,,u6sc9,kinesiskt
1722,9f5d83e3,,u6sce,japanskt
1723,1d77c228,,u6scd,japanskt
1724,10c508cc,,u6sc7,japanskt
1725,e0b88619,,u6scs,japanskt
1727,be5e75da,,u6sc9,libanesiskt
1728,641583b1,,u6sc8,libanesiskt
1729,70838eb7,,u6sce,sydamerikanskt
1730,66613ce6,3d5df1ec,u6scd,unknown
1731,50e84ada,,u6sc7,unknown
1732,17d9283d,3909e8f9,u6sc6,smörgåsar
1733,5b2d60d8,3909e8f9,u6scd,smörgåsar
1737,d38ed2fe,3d425d50,u6sc6,vegetariskt
1738,cb56c277,,u6scd,vegetariskt
1739,6a8a5d66,,u6sc7,vietnam-esiskt
1744,0bdd24a9,,u6sce,medelhav
1745,b6f1ad69,594a20e4,u6sc7,mellanöstern
1746,166fd91d,,u6scd,mellanöstern
1757,02f7a779,,u6sc6,pizza
1782,5fd08692,,u6sc2,mellanöstern
1791,29716f58,,u6sc3,italienskt
1800,997afec1,,u6scq,asiatiskt
1801,5261ef81,,u6sc5,pizza
1802,c3367d19,,u6sc7,pizza
1803,7d6823a9,,u6scb,pizza
1805,7c03621e,,u6scd,pizza
1808,7c257475,8e758177,u6sc8,asiatiskt
1809,d18f5db1,,u6sc5,pizza
1810,382352cd,,u6sc7,italienskt
1811,082b6f2a,,u6sc8,italienskt
1812,31113bdf,,u6sc4,kinesiskt
1813,999df02f,,u6scb,mellanöstern
1827,c084f26a,,u6sc7,italienskt
1830,f631cd76,,u6sc7,amerikanskt
1839,aad495b0,,u6sce,asiatiskt
1840,93765e82,,u6sce,franskt
1846,ba320ee8,,u6sc8,thai
1848,134bea35,,u6scs,thai
1850,8874d4fd,,u6sc1,thai
1851,f7a7e65e,8e758177,u6scb,asiatiskt
1852,d1711c86,bf4aaa49,u6sc9,asiatiskt
1853,ad7e145f,,u6sc3,asiatiskt
1854,06e977a5,88adece2,u6scd,asiatiskt
1855,a03e7c75,bf4aaa49,u6scb,asiatiskt
1857,08929dcc,,u6scd,asiatiskt
1858,e677633b,,u6scd,asiatiskt
1860,7a9c732f,,u6sce,svenskt
1861,252b5db1,e78f5c87,u6scd,kafé
1866,b225d7c1,2a503425,u6sc9,kafé
1873,d7b3c115,392c19c2,u6scb,grekiskt
1874,b089fecc,,u6sc7,grekiskt
1876,f5f83fd6,,u6scd,kebab
1877,7becd2bb,,u6sch,pizza
1878,cc307e51,,u6sc7,pizza
1879,270546ff,,u6sc9,pizza
1880,6b78bfbd,,u6sct,pizza
1881,27e26b2b,,u6scd,pizza
1882,978c26b3,,u6sc6,pizza
1883,544c3830,,u6sc6,pizza
1884,96c0be51,45476d3e,u6scd,pizza
1885,35d1d6ad,,u6sc7,pizza
1886,9603650c,,u6sc2,pizza
1887,5b6a88d8,,u6sc7,pizza
1888,ca1b8369,,u6sc7,pizza
1889,eba3e469,,u6sc5,pizza
1893,e3773436,,u6scs,pizza
1894,4074d452,,u6scd,pizza
1895,758ea1ee,,u6sce,pizza
1896,de91b17e,,u6sc3,pizza
1899,407ad5e2,,u6sc6,pizza
1904,3ce2a223,,u6sce,turkiskt
1908,bed74527,8df1ed8f,u6scd,kött
1909,ea1f77fe,,u6sc6,sushi
1913,6bacf313,03e873b7,u6sce,bageri
1914,9f8456ff,,u6sch,indiskt
1917,329ca2b2,,u6scs,indiskt
1918,b61dab10,6a782e43,u6sc7,indiskt
1919,0ea7fc38,81760535,u6sc7,indiskt
1920,225af5f7,81760535,u6sc7,indiskt
1921,f5f8ac45,,u6scc,indiskt
1923,d20b2661,,u6sc9,indiskt
1925,aa1d550c,,u6sc6,burgare
1927,6b4faa80,3aa4011e,u6sc8,burgare
1928,653f1419,5e50109c,u6sc6,burgare
1935,33ff854e,,u6sc6,burgare
1936,2ea86336,316c4884,u6sc5,burgare
1937,c99457c5,316c4884,u6sc7,burgare
1938,79c5cf66,,u6sce,burgare
1943,8d8d5dc5,d747928d,u6sch,kyckling
1944,63097f04,,u6sc6,indiskt
1945,eea494f2,66d90aec,u6scd,italienskt
1946,d693e7a4,,u6scd,italienskt
1947,423f5ea0,,u6sc7,italienskt
1948,14d02507,,u6sc7,italienskt
1950,f5af9e5c,,u6sc9,italienskt
1952,9d51b062,,u6sc7,mexikanskt
1953,7f5127f3,19039e00,u6scd,mexikanskt
1954,4142a874,ba58a01f,u6scc,mexikanskt
1955,4a6cefc4,8a8338fd,u6sc7,mexikanskt
1958,ef684f5e,,u6scd,svenskt
1959,e8b857ef,,u6scd,svenskt
1961,925ca9bd,,u6sce,amerikanskt
1962,3cd518c5,,u6scd,kinesiskt
1963,334f2111,,u6scd,japanskt
1964,ca5099af,,u6sc8,libanesiskt
1965,a4b39ea8,3909e8f9,u6sce,smörgåsar
1966,c3cd0405,3909e8f9,u6scb,smörgåsar
1967,5734be6b,3909e8f9,u6scm,smörgåsar
1969,990cf9cf,3d425d50,u6sc7,vegetariskt
1970,34ca4a36,,u6sc7,vegetariskt
1977,87e0f6cc,,u6scd,svenskt
1978,db77235a,,u6scc,internationell
1979,105a3975,,u6sc3,mellanöstern
1980,4088f64e,6215901d,u6sce,mellanöstern
1981,a3c9d78f,6215901d,u6scd,mellanöstern
1982,af6be33f,,u6sc6,mellanöstern
1985,58e97a89,,u6sc6,grekiskt
2001,2093aeac,3909e8f9,u6scc,smörgåsar
2016,d2044ab8,,u6sc4,gatukök
2017,b62d39b7,,u6sc4,pizza
2018,48f41d29,,u6sc3,indiskt
2019,73b3873b,,u6scb,mellanöstern
2021,81b37578,b7a87873,u6scc,pizza
2022,fa477bcb,,u6sc3,pizza
2023,059416bf,,u6scb,indiskt
2024,273028d6,,u6sc3,indiskt
2025,a18cead4,,u6scf,indiskt
2026,3b59169b,,u6sc3,indiskt
2027,b2ed3495,,u6sc8,gatukök
2028,6f8ff6bd,,u6sc3,italienskt
2047,ab090642,,u6sc7,medelhav
2048,deb6d4ea,,u6sce,thai
2049,acb981ef,,u6sc9,thai
2050,a05ebc3f,bf4aaa49,u6sc7,asiatiskt
2051,8077afb2,f782a3fc,u6sce,asiatiskt
2052,d4a035c6,,u6sc6,asiatiskt
2055,694e5d8b,,u6scd,kafé
2059,1f6ba9eb,,u6sc7,kebab
2061,90c63e89,,u6sc4,pizza
2062,6f0fddae,,u6sc7,pizza
2063,248dfb06,,u6sc9,pizza
2065,22fca136,,u6sc7,pizza
2066,ebeb1646,,u6sc9,pizza
2067,6f56563a,,u6sc7,pizza
2068,886bb741,2f73ccd2,u6sce,pizza
2070,dc3f5923,,u6sc7,sushi
2073,30ab5c5b,,u6scd,sushi
2076,0b8fa4cb,,u6sce,indiskt
2077,32bafe21,,u6sce,indiskt
2078,29ed7afc,,u6sc7,indiskt
2079,10c3961f,,u6scd,indiskt
2080,4da022fc,ac7ed999,u6sce,indiskt
2081,2b9de0b8,c531ca2c,u6sce,burgare
2089,0b379dc5,,u6sc7,burgare
2090,30221572,,u6scd,burgare
2096,3151906d,a94f6c62,u6scb,burgare
2099,c8a59501,,u6sce,italienskt
2101,593116ba,,u6sce,italienskt
2103,a01f30f9,,u6scb,svenskt
2104,38725e1a,a2a3b6b2,u6scd,gatukök
2105,567af4da,,u6sce,asiatiskt
2108,f0230d7a,,u6scd,pizza
2109,f1a11f37,61471888,u6sc6,vegetariskt
2119,c0fdd61e,,u6scc,asiatiskt
2134,9bcd6e81,86bd2f33,u6scn,mexikanskt
2139,8e5303f4,3909e8f9,u6sc7,smörgåsar
2140,4ff22740,4b709039,u6scc,vegetariskt
2141,ddecbed4,,u6sc8,mellanöstern
2154,956b2caf,122056ee,u6sce,sallad
2155,74a5a3f1,529091c9,u6sc9,kyckling
2156,8ae611f9,,u6sc7,japanskt
2157,e4577fcb,,u6sc3,thai
2160,21e85aa9,728efdf4,u6sc7,kafé
2164,9511030d,,u6sck,sushi
2165,649fcc62,,u6sc8,sushi
2166,092d75c4,,u6scd,sushi
2169,5240375b,,u6sc7,indiskt
2186,ff6d7721,be353224,u6sc7,mexikanskt
2190,9eaef1b8,,u6sc9,peruanskt
2191,cfb75a44,42d42a83,u6sc7,kafé
2192,274a529d,,u6scc,mellanöstern
2193,e3584f5f,,u6sc1,pizza
2194,bcd6d2e8,a2a3b6b2,u6sc7,gatukök
2197,99aeae4b,,u6scd,svenskt
2198,722c2b24,d9a864aa,u6sc3,unknown
2205,c4b2c9b4,40b29ab0,u6scd,svenskt
2207,80308d4d,e78f5c87,u6sc7,kafé
2209,3c507b68,,u6sc8,kafé
2215,b6aef5c3,3aa4011e,u6scd,burgare
2216,8dd93535,3909e8f9,u6scd,smörgåsar
2217,a0c48005,,u6sc9,thai
2219,8737bfb6,,u6sc6,asiatiskt
2225,41aff3e0,,u6sc1,pizza
2227,86f4f771,,u6sc3,pizza
2228,ac26637a,,u6scc,pizza
2230,236b361e,2f9b8678,u6scd,sallad
2231,649b7d23,2f9b8678,u6scd,sallad
2232,4ae049da,99fbc91c,u6sc5,sushi
2233,ec159f24,19907b43,u6sce,sushi
2234,07483df9,,u6sc7,sushi
2236,5ee70ede,3aa4011e,u6sc7,burgare
2237,bf911e8f,,u6sc1,burgare
2239,d11a7dc6,22894b93,u6sck,amerikanskt
2241,54fd828d,ab1e7efc,u6scd,sushi
2242,5e6bed50,3909e8f9,u6sc7,smörgåsar
2245,6df26d95,,u6sce,vegetariskt
2248,98ebeaab,bf4aaa49,u6scd,asiatiskt
2249,5d1b1300,f782a3fc,u6sc6,asiatiskt
2250,d28071c0,575ea7e1,u6sc5,asiatiskt
2251,f20142a1,,u6sch,asiatiskt
2252,408e2946,,u6scd,asiatiskt
2253,d3be0ae9,,u6sce,pizza
2257,86fcb09d,6de3a4f4,u6scm,burgare
2258,44a04fe3,,u6scd,sallad
2262,eed63c05,,u6scd,thai
2263,835ac0d0,,u6sc4,asiatiskt
2264,c0d67c60,8e758177,u6scm,asiatiskt
2265,7e92f3c1,,u6sc9,asiatiskt
2268,e2e3e30b,,u6sc9,asiatiskt
2269,bfbb3c40,,u6sc7,asiatiskt
2272,c9b1aa14,392c19c2,u6sc9,grekiskt
2273,c83d5d08,,u6sc9,grekiskt
2275,5aaff7a2,,u6sc6,gatukök
2277,72dcb6d9,,u6sc5,kebab
2278,66a8315e,,u6sc3,kebab
2280,235b79f4,,u6scn,pizza
2281,37767bfb,2f96b3b3,u6sc0,pizza
2285,77f96428,,u6sc3,pizza
2286,8471e117,3d83bf2b,u6sc7,pizza
2288,80d04ac6,,u6sc9,indiskt
2289,aa5efa74,1066b8eb,u6scd,sushi
2290,5a7b9580,,u6sce,sushi
2291,5e4296d4,,u6sc9,sushi
2293,078f3519,,u6scd,indiskt
2294,84410952,2f2b4aa0,u6sc7,indiskt
2296,b91d654e,3ff38992,u6sc7,indiskt
2297,de7ef9c8,,u6scd,indiskt
2298,5f01b18c,,u6scd,indiskt
2299,a72382bc,,u6scd,indiskt
2300,606058dc,,u6sc6,indiskt
2302,a30beae6,,u6scd,indiskt
2303,09def187,,u6sc5,burgare
2307,ba800e9b,66d90aec,u6sce,italienskt
2308,50effe05,,u6sce,italienskt
2310,23502dc9,ba58a01f,u6sce,mexikanskt
2313,9401d5c6,,u6scd,japanskt
2314,ada5eaec,3d5df1ec,u6sc9,unknown
2319,2a79dd14,,u6sc8,mellanöstern
2321,d6e746d1,,u6scd,kafé
2322,7dec78bc,,u6sck,pizza
2323,298568a4,,u6sce,burgare
2325,5fb9c174,,u6sce,amerikanskt
2326,946eae2f,,u6sc7,pizza
2328,ad7393fa,,u6sc9,pizza
2330,805506e2,,u6scd,indiskt
2331,5e4c2953,d9a864aa,u6sc8,unknown
2334,964cf7a5,,u6scd,spanskt
2335,181dfe2a,,u6sc7,italienskt
2336,7b111c3f,,u6scd,spanskt
2337,31e49c3e,639cede8,u6sc7,amerikanskt
